id,college,team
19717,University of Alabama,DEN
19718,University of Alabama,DEN
19719,University of Alabama,DEN
19720,University of Alabama,DEN
19721,University of Alabama,POR
19722,University of Alabama,POR
19723,University of Alabama,DEN
19724,University of Southern California,CHI
19725,University of Southern California,CHI
19726,University of Southern California,CHI
19727,University of Southern California,CHI
19728,University of Southern California,CHI
19729,University of Southern California,TOT
19730,University of Southern California,OKC
19731,University of Southern California,CHI
19732,University of Southern California,CHI
19733,University of Southern California,CHI
19734,University of Maryland Eastern Shore,SEA
19735,University of Maryland Eastern Shore,SEA
19736,Marshall University,NJN
19737,Marshall University,NJN
19738,Marshall University,CHA
19739,Mississippi State University,MIA
19740,University of South Carolina,MEM
19741,University of South Carolina,CLE
19742,University of South Carolina,MEM
19743,University of Kansas,LAL
19744,University of Kansas,LAL
19745,University of Kansas,LAL
19746,University of Kansas,HOU
19747,University of Kansas,TOT
19748,San Jose State University,SAC
19749,San Jose State University,DEN
19750,San Jose State University,SAC
19751,San Jose State University,TOT
19752,San Jose State University,DEN
19753,San Jose State University,DAL
19754,San Jose State University,DAL
19755,San Jose State University,TOT
19756,San Jose State University,ORL
19757,San Jose State University,DEN
19758,Duke University,CHI
19759,Duke University,CHI
19760,University of Connecticut,NJN
19761,University of Connecticut,NJN
19762,University of Connecticut,MIL
19763,University of Connecticut,NJN
19764,University of Florida,TOT
19765,University of Florida,POR
19766,University of Florida,DEN
19767,Baylor University,ATL
19768,University of Oklahoma,PHO
19769,University of Kentucky,MEM
19770,University of Kentucky,DET
19771,University of Kentucky,DET
19772,University of Kentucky,DET
19773,University of Kentucky,DET
19774,University of Kentucky,MIN
19775,University of Kentucky,TOT
19776,University of Kentucky,DET
19777,University of Kentucky,DET
19778,University of Kentucky,DET
19779,University of Kentucky,DET
19780,University of Kentucky,DET
19781,University of Kentucky,DET
19782,University of Kentucky,DET
19783,University of Kentucky,MEM
19784,University of Kentucky,BOS
19785,University of Kentucky,MEM
19786,University of Kentucky,DET
19787,University of Kentucky,TOT
19788,University of Houston,SFW
19789,University of Houston,PHW
19790,Princeton University,KCO
19791,Tennessee State University,TOT
19792,Tennessee State University,PHO
19793,Tennessee State University,BUF
19794,Tennessee State University,DEN
19795,Tennessee State University,PHI
19796,Western Kentucky University,MIN
19797,Western Kentucky University,MIN
19798,Western Kentucky University,MIA
19799,Western Kentucky University,GSW
19800,Western Kentucky University,GSW
19801,University of Maryland,ORL
19802,University of Maryland,HOU
19803,University of Maryland,HOU
19804,Temple University,IND
19805,Temple University,SEA
19806,Temple University,IND
19807,"California State University, Fresno",CHH
19808,Oklahoma State University,TOT
19809,Oklahoma State University,MIA
19810,Oklahoma State University,MIA
19811,Oklahoma State University,NOH
19812,University of Oregon,MIL
19813,University of Oregon,CLE
19814,University of Oregon,TOT
19815,University of Oregon,CLE
19816,University of Oregon,CLE
19817,University of Oregon,CLE
19818,University of Oregon,CLE
19819,University of Oregon,MIN
19820,University of Oregon,MIL
19821,University of Oregon,MIN
19822,University of Oregon,CLE
19823,University of Oregon,MIN
19824,University of Oregon,MIN
19825,University of Kentucky,HOU
19826,University of Kentucky,HOU
19827,University of Kentucky,HOU
19828,University of Kentucky,NOP
19829,University of Kentucky,HOU
19830,University of Kentucky,TOT
19831,University of Kentucky,MIL
19832,University of Texas at Austin,MIA
19833,University of Texas at Austin,TOT
19834,University of Texas at Austin,PHO
19835,University of Washington,TOT
19836,University of Washington,TOR
19837,University of Washington,ORL
19838,University of Washington,TOR
19839,University of Washington,TOR
19840,University of Washington,TOR
19841,University of Washington,TOR
19842,University of Louisville,BOS
19843,University of Louisville,NJN
19844,University of Louisville,SAC
19845,University of Louisville,TOT
19846,University of Louisville,NJN
19847,University of Louisville,HOU
19848,University of Louisville,HOU
19849,University of Louisville,TOT
19850,University of South Alabama,PHI
19851,University of South Alabama,ORL
19852,University of South Alabama,ORL
19853,University of South Alabama,WSB
19854,University of South Alabama,WSB
19855,University of South Alabama,WSB
19856,University of South Alabama,ORL
19857,University of South Alabama,ORL
19858,University of Tennessee,KCK
19859,DePaul University,MIL
19860,DePaul University,SDC
19861,DePaul University,MIL
19862,DePaul University,SAS
19863,DePaul University,SEA
19864,DePaul University,MIL
19865,DePaul University,MIL
19866,DePaul University,MIL
19867,DePaul University,SAS
19868,DePaul University,SAS
19869,DePaul University,NYK
19870,DePaul University,MIL
19871,DePaul University,SAS
19872,DePaul University,GSW
19873,DePaul University,GSW
19874,DePaul University,PHI
19875,DePaul University,TOT
19876,DePaul University,SAS
19877,DePaul University,SDC
19878,DePaul University,SAS
19879,Virginia Union University,DAL
19880,Virginia Union University,DEN
19881,Virginia Union University,WAS
19882,Virginia Union University,DAL
19883,Virginia Union University,MIA
19884,Virginia Union University,MIA
19885,Virginia Union University,DAL
19886,Virginia Union University,DAL
19887,Virginia Union University,DAL
19888,Virginia Union University,WAS
19889,Seton Hall University,LAC
19890,Seton Hall University,VAN
19891,Seton Hall University,SAC
19892,Seton Hall University,TOT
19893,Seton Hall University,LAC
19894,Seton Hall University,LAC
19895,Seton Hall University,SAC
19896,Seton Hall University,LAC
19897,Purdue University,DET
19898,Purdue University,DET
19899,Purdue University,DET
19900,Purdue University,DET
19901,Purdue University,POR
19902,Purdue University,DET
19903,Purdue University,BAL
19904,Purdue University,DET
19905,Purdue University,CHZ
19906,University of South Carolina,CHH
19907,Boston College,MIL
19908,Boston College,MIL
19909,Boston College,DET
19910,Boston College,BAL
19911,Boston College,TOT
19912,Boston College,MIL
19913,Boston College,BAL
19914,University of Detroit Mercy,TOT
19915,University of Detroit Mercy,DAL
19916,University of Detroit Mercy,BOS
19917,University of Detroit Mercy,BOS
19918,University of Detroit Mercy,GSW
19919,University of Detroit Mercy,DET
19920,Michigan State University,UTA
19921,Michigan State University,PHI
19922,Michigan State University,CLE
19923,Michigan State University,CLE
19924,Michigan State University,ATL
19925,Michigan State University,TOT
19926,Michigan State University,ATL
19927,Michigan State University,TOT
19928,University of Michigan,MIA
19929,University of Michigan,TOT
19930,University of Michigan,DEN
19931,University of Michigan,DET
19932,University of Michigan,NJN
19933,University of Michigan,DET
19934,University of Michigan,NJN
19935,University of Michigan,DET
19936,University of Michigan,DET
19937,University of Michigan,DET
19938,University of Michigan,DET
19939,University of Michigan,IND
19940,University of Michigan,MIA
19941,University of Wisconsin-Stevens Point,SAS
19942,University of Wisconsin-Stevens Point,POR
19943,University of Wisconsin-Stevens Point,POR
19944,University of Wisconsin-Stevens Point,SAS
19945,University of Wisconsin-Stevens Point,MIN
19946,University of Wisconsin-Stevens Point,POR
19947,University of Wisconsin-Stevens Point,POR
19948,University of Wisconsin-Stevens Point,POR
19949,University of Wisconsin-Stevens Point,MIA
19950,University of Wisconsin-Stevens Point,POR
19951,University of Wisconsin-Stevens Point,POR
19952,University of Wisconsin-Stevens Point,POR
19953,University of Wisconsin-Stevens Point,MIN
19954,University of Wisconsin-Stevens Point,SAS
19955,University of Wisconsin-Stevens Point,MIN
19956,University of Wisconsin-Stevens Point,POR
19957,University of Wisconsin-Stevens Point,POR
19958,University of Louisville,BOS
19959,University of Louisville,BOS
19960,Baylor University,GSW
19961,Baylor University,GSW
19962,Baylor University,GSW
19963,Baylor University,GSW
19964,Baylor University,LAL
19965,Baylor University,HOU
19966,Baylor University,HOU
19967,Baylor University,HOU
19968,Baylor University,GSW
19969,Baylor University,TOT
19970,Baylor University,LAL
19971,Baylor University,DET
19972,Baylor University,GSW
19973,University of Detroit Mercy,DET
19974,University of Detroit Mercy,DET
19975,University of Detroit Mercy,SAC
19976,University of Detroit Mercy,DET
19977,University of Detroit Mercy,DET
19978,University of Detroit Mercy,DET
19979,University of Detroit Mercy,DAL
19980,University of Detroit Mercy,SAC
19981,University of Detroit Mercy,DET
19982,University of Detroit Mercy,DET
19983,University of Detroit Mercy,DET
19984,University of Detroit Mercy,SAC
19985,Eastern Kentucky University,NYK
19986,Eastern Kentucky University,NYK
19987,Georgia Institute of Technology,PHI
19988,Georgia Institute of Technology,PHI
19989,Georgia Institute of Technology,BRK
19990,Georgia Institute of Technology,PHI
19991,Georgia Institute of Technology,PHI
19992,Georgia Institute of Technology,MIN
19993,Georgia Institute of Technology,TOT
19994,Georgia Institute of Technology,PHI
19995,Georgia Institute of Technology,BRK
19996,Georgia Institute of Technology,PHI
19997,Georgia Institute of Technology,IND
19998,Georgia Institute of Technology,PHI
19999,Miles College,BAL
20000,Florida State University,PHI
20001,Florida State University,LAC
20002,Florida State University,TOT
20003,University of Wyoming,TOT
20004,University of Wyoming,PHI
20005,University of Wyoming,POR
20006,University of Wyoming,DET
20007,University of Wyoming,MIN
20008,University of Wyoming,PHI
20009,University of Wyoming,BOS
20010,University of Wyoming,POR
20011,University of Wyoming,PHI
20012,University of Wyoming,DET
20013,University of Wyoming,TOT
20014,University of Wyoming,CHA
20015,University of Wyoming,PHI
20016,University of Wyoming,DET
20017,University of Wyoming,TOT
20018,University of Wyoming,ATL
20019,University of Wyoming,SAS
20020,University of Wyoming,TOT
20021,University of Wyoming,PHI
20022,University of Wyoming,ATL
20023,University of Wyoming,ATL
20024,University of Wyoming,LAL
20025,University of Wyoming,DET
20026,University of Wyoming,POR
20027,Ball State University,MEM
20028,Ball State University,CHA
20029,University of Missouri,ATL
20030,University of Missouri,CHI
20031,University of Pittsburgh,HOU
20032,University of Pittsburgh,BOS
20033,Oklahoma State University,PHI
20034,University of Kansas,BRK
20035,University of Kansas,HOU
20036,University of Kansas,TOT
20037,University of Kansas,TOT
20038,University of Kansas,SAC
20039,University of Kansas,POR
20040,University of Kansas,LAL
20041,University of Kansas,PHI
20042,University of Kansas,POR
20043,North Carolina State University,UTA
20044,North Carolina State University,MIN
20045,North Carolina State University,UTA
20046,North Carolina State University,UTA
20047,North Carolina State University,UTA
20048,North Carolina State University,UTA
20049,North Carolina State University,UTA
20050,North Carolina State University,UTA
20051,North Carolina State University,UTA
20052,North Carolina State University,UTA
20053,North Carolina State University,MIN
20054,North Carolina State University,UTA
20055,North Carolina State University,TOT
20056,North Carolina State University,MIN
20057,University of Utah,NYK
20058,University of Utah,NYK
20059,McNeese State University,CLE
20060,McNeese State University,NOH
20061,McNeese State University,LAL
20062,McNeese State University,HOU
20063,University of Georgia,TOT
20064,University of Georgia,NJN
20065,University of Georgia,NJN
20066,University of Georgia,NYN
20067,University of Georgia,SAS
20068,University of Georgia,NJN
20069,University of Wyoming,HOU
20070,University of Wyoming,HOU
20071,University of Wyoming,MIL
20072,Wake Forest University,SAS
20073,Wake Forest University,SAS
20074,Wake Forest University,SAS
20075,Wake Forest University,SAS
20076,Wake Forest University,SAS
20077,Wake Forest University,SAS
20078,Wake Forest University,SAS
20079,Wake Forest University,SAS
20080,Wake Forest University,SAS
20081,Wake Forest University,SAS
20082,Wake Forest University,SAS
20083,Wake Forest University,SAS
20084,Wake Forest University,SAS
20085,Wake Forest University,SAS
20086,Wake Forest University,SAS
20087,Wake Forest University,SAS
20088,Wake Forest University,SAS
20089,Wake Forest University,SAS
20090,Wake Forest University,SAS
20091,Pennsylvania State University,PHI
20092,Pennsylvania State University,TOT
20093,Pennsylvania State University,POR
20094,Pennsylvania State University,TOT
20095,Pennsylvania State University,NOP
20096,Pennsylvania State University,NOP
20097,Pennsylvania State University,POR
20098,University of Michigan,GSW
20099,University of Michigan,MIA
20100,University of Michigan,ATL
20101,University of Michigan,GSW
20102,University of Michigan,GSW
20103,University of Michigan,MIA
20104,University of Michigan,MIA
20105,University of Michigan,MIA
20106,University of Michigan,NYK
20107,University of Michigan,GSW
20108,University of Michigan,GSW
20109,University of Michigan,TOT
20110,University of Michigan,GSW
20111,University of Michigan,NYK
20112,University of Michigan,MIA
20113,University of Michigan,ATL
20114,University of Michigan,IND
20115,University of Michigan,DEN
20116,University of Michigan,DAL
20117,University of Michigan,MIA
20118,University of Michigan,TOT
20119,University of Texas at El Paso,GSW
20120,University of Texas at El Paso,MIA
20121,University of Texas at El Paso,ATL
20122,University of Texas at El Paso,GSW
20123,University of Texas at El Paso,GSW
20124,University of Texas at El Paso,MIA
20125,University of Texas at El Paso,MIA
20126,University of Texas at El Paso,MIA
20127,University of Texas at El Paso,NYK
20128,University of Texas at El Paso,GSW
20129,University of Texas at El Paso,GSW
20130,University of Texas at El Paso,TOT
20131,University of Texas at El Paso,GSW
20132,University of Texas at El Paso,NYK
20133,University of Texas at El Paso,MIA
20134,University of Texas at El Paso,ATL
20135,University of Texas at El Paso,IND
20136,University of Texas at El Paso,DEN
20137,University of Texas at El Paso,DAL
20138,University of Texas at El Paso,MIA
20139,University of Texas at El Paso,TOT
20140,University of Miami,PHI
20141,University of Miami,MIA
20142,University of Miami,CHH
20143,University of Notre Dame,LAC
20144,University of Notre Dame,DEN
20145,University of Notre Dame,TOR
20146,University of Notre Dame,ORL
20147,University of Notre Dame,TOT
20148,University of Notre Dame,PHO
20149,University of Notre Dame,CHH
20150,University of Notre Dame,CLE
20151,University of Notre Dame,ATL
20152,University of Notre Dame,CHH
20153,University of Notre Dame,SAS
20154,University of Notre Dame,TOT
20155,La Salle University,DAL
20156,La Salle University,PHO
20157,La Salle University,GSW
20158,La Salle University,GSW
20159,La Salle University,DEN
20160,La Salle University,WAS
20161,La Salle University,WSB
20162,La Salle University,DAL
20163,La Salle University,WSB
20164,La Salle University,WAS
20165,La Salle University,UTA
20166,La Salle University,TOT
20167,University of Michigan,HOU
20168,University of Michigan,ATL
20169,University of Michigan,NYK
20170,University of Michigan,NJN
20171,University of Michigan,PHI
20172,University of Michigan,PHI
20173,University of Michigan,HOU
20174,University of Michigan,SEA
20175,University of Michigan,SEA
20176,University of Michigan,TOT
20177,Temple University,PHO
20178,Temple University,PHO
20179,Temple University,PHO
20180,Temple University,NJN
20181,Temple University,PHI
20182,Temple University,PHI
20183,Temple University,PHO
20184,Temple University,PHI
20185,Temple University,TOT
20186,Temple University,PHI
20187,Louisiana State University,POR
20188,Villanova University,CHI
20189,Villanova University,TOT
20190,Villanova University,MIL
20191,Villanova University,PHO
20192,Villanova University,NYK
20193,Villanova University,MIL
20194,Villanova University,PHI
20195,Villanova University,TOT
20196,Villanova University,NYK
20197,Villanova University,MIL
20198,Villanova University,MIL
20199,Villanova University,DAL
20200,Villanova University,MIL
20201,Villanova University,TOT
20202,Villanova University,MIL
20203,Villanova University,LAC
20204,Villanova University,CHI
20205,Villanova University,PHI
20206,Villanova University,TOT
20207,Villanova University,LAC
20208,Villanova University,LAC
20209,Villanova University,NYK
20210,Stanford University,GSW
20211,University of Miami,MIL
20212,University of Miami,MIL
20213,University of Miami,WSB
20214,"California State University, Fresno",HOU
20215,University of Tennessee,TOT
20216,University of Tennessee,ORL
20217,University of Tennessee,MIL
20218,University of Tennessee,ORL
20219,University of Tennessee,DET
20220,University of Tennessee,ORL
20221,University of Tennessee,MIL
20222,University of Tennessee,DET
20223,University of Tennessee,TOT
20224,University of Tennessee,ORL
20225,"University of California, Los Angeles",PHO
20226,"University of California, Los Angeles",PHO
20227,University of Connecticut,NOJ
20228,University of Connecticut,KCO
20229,University of Connecticut,MIL
20230,University of Connecticut,PHI
20231,University of Connecticut,BOS
20232,University of Connecticut,SDR
20233,University of Connecticut,SDR
20234,University of Connecticut,SDR
20235,University of Connecticut,SDR
20236,University of Notre Dame,NYK
20237,University of Notre Dame,NYK
20238,University of Notre Dame,NYK
20239,University of Notre Dame,NYK
20240,"University of California, Irvine",MIN
20241,"University of California, Irvine",MIN
20242,"University of California, Irvine",GSW
20243,"University of California, Irvine",DET
20244,"University of California, Irvine",LAC
20245,"University of California, Irvine",TOT
20246,"University of California, Irvine",MIN
20247,University of Arkansas,PHO
20248,University of Arkansas,BOS
20249,University of Arkansas,TOT
20250,University of Arkansas,MIL
20251,University of Arkansas,MIL
20252,University of Arkansas,MIL
20253,University of Arkansas,MIN
20254,University of Arkansas,MIA
20255,University of Arkansas,MIL
20256,University of Arkansas,BOS
20257,North Carolina State University,GSW
20258,North Carolina State University,CHH
20259,North Carolina State University,GSW
20260,North Carolina State University,MIA
20261,North Carolina State University,UTA
20262,Stanford University,DEN
20263,Stanford University,DEN
20264,Stanford University,DEN
20265,Stanford University,BOS
20266,Stanford University,GSW
20267,Stanford University,ORL
20268,Stanford University,TOT
20269,Stanford University,DEN
20270,University of Washington,PHI
20271,University of Washington,PHI
20272,University of Washington,NJN
20273,University of Washington,PHI
20274,Purdue University,MIA
20275,Purdue University,SAS
20276,Purdue University,TOT
20277,Delta State University,BOS
20278,Delta State University,ATL
20279,Delta State University,TOT
20280,College of the Holy Cross,TOT
20281,College of the Holy Cross,SYR
20282,College of the Holy Cross,SYR
20283,College of the Holy Cross,BOS
20284,College of the Holy Cross,SYR
20285,College of the Holy Cross,BOS
20286,College of the Holy Cross,SYR
20287,College of the Holy Cross,BOS
20288,Indiana University,LAL
20289,Indiana University,LAL
20290,Indiana University,TOT
20291,Indiana University,GSW
20292,Indiana University,GSW
20293,Indiana University,GSW
20294,Indiana University,IND
20295,University of Hawaii,ATL
20296,University of Hawaii,TOT
20297,University of Hawaii,HOU
20298,University of Hawaii,BOS
20299,University of Hawaii,NYK
20300,South Dakota State University,CIN
20301,South Dakota State University,TOT
20302,South Dakota State University,SEA
20303,University of Tennessee,CHI
20304,University of Tennessee,CHI
20305,University of Tennessee,CHI
20306,University of Tennessee,CHI
20307,University of Tennessee,CHI
20308,University of Tennessee,CHI
20309,University of Tennessee,CHI
20310,University of Tennessee,CHI
20311,University of Tennessee,CHI
20312,University of Tennessee,CHI
20313,University of South Carolina,BOS
20314,University of South Carolina,UTA
20315,University of South Carolina,BOS
20316,University of South Carolina,DEN
20317,University of South Carolina,DEN
20318,University of South Carolina,UTA
20319,University of South Carolina,TOT
20320,University of South Carolina,BOS
20321,Villanova University,PHW
20322,North Carolina State University,KCK
20323,North Carolina State University,SEA
20324,North Carolina State University,SEA
20325,North Carolina State University,ATL
20326,North Carolina State University,KCK
20327,North Carolina State University,SEA
20328,North Carolina State University,KCK
20329,University of Utah,PHO
20330,University of Utah,SDC
20331,University of Utah,CHH
20332,University of Utah,PHO
20333,University of Utah,SEA
20334,University of Utah,PHO
20335,University of Utah,UTA
20336,University of Utah,SEA
20337,University of Utah,SEA
20338,University of Utah,PHO
20339,University of Utah,UTA
20340,University of Utah,SDC
20341,University of Utah,SEA
20342,University of Utah,PHO
20343,University of Utah,PHI
20344,University of Utah,SEA
20345,Marquette University,SAS
20346,University of Rhode Island,LAC
20347,University of Rhode Island,TOT
20348,University of Rhode Island,SAS
20349,University of Rhode Island,DAL
20350,University of Rhode Island,LAC
20351,University of Rhode Island,MIN
20352,University of Rhode Island,LAC
20353,North Carolina State University,BOS
20354,North Carolina State University,WSB
20355,North Carolina State University,UTA
20356,North Carolina State University,WSB
20357,North Carolina State University,TOT
20358,North Carolina State University,PHO
20359,North Carolina State University,MIN
20360,North Carolina State University,MIN
20361,North Carolina State University,PHO
20362,North Carolina State University,PHO
20363,North Carolina State University,TOT
20364,North Carolina State University,ATL
20365,North Carolina State University,TOT
20366,North Carolina State University,GSW
20367,North Carolina State University,WSB
20368,North Carolina State University,MIN
20369,North Carolina State University,MIN
20370,North Carolina State University,PHO
20371,North Carolina State University,PHO
20372,North Carolina State University,PHO
20373,Georgia Institute of Technology,MIN
20374,Georgia Institute of Technology,DEN
20375,Georgia Institute of Technology,MIN
20376,Georgia Institute of Technology,DEN
20377,Georgia Institute of Technology,DEN
20378,Georgia Institute of Technology,WSB
20379,Georgia Institute of Technology,MIN
20380,Georgia Institute of Technology,WSB
20381,Georgia Institute of Technology,DEN
20382,Georgia Institute of Technology,WSB
20383,Georgia Institute of Technology,DEN
20384,Georgia Institute of Technology,MIN
20385,Georgia Institute of Technology,CHH
20386,Georgia Institute of Technology,TOT
20387,University of Notre Dame,CIN
20388,University of Notre Dame,MNL
20389,University of Notre Dame,LAL
20390,University of Notre Dame,LAL
20391,University of Notre Dame,LAL
20392,University of Notre Dame,LAL
20393,University of Notre Dame,LAL
20394,University of Notre Dame,CIN
20395,University of Notre Dame,CIN
20396,University of Notre Dame,CIN
20397,University of Hawaii,ATL
20398,University of Hawaii,HOU
20399,University of Hawaii,HOU
20400,University of Hawaii,ATL
20401,University of Hawaii,WSB
20402,University of Hawaii,WSB
20403,University of Hawaii,HOU
20404,University of Hawaii,TOT
20405,University of Hawaii,ATL
20406,University of Hawaii,HOU
20407,University of Hawaii,WSB
20408,Villanova University,NYK
20409,Villanova University,STL
20410,Villanova University,NYK
20411,Pennsylvania State University,ATL
20412,Villanova University,ATL
20413,University of Toledo,CAP
20414,University of Toledo,WSB
20415,University of Toledo,WSB
20416,University of Nebraska at Kearney,WSB
20417,University of Nebraska at Kearney,CHI
20418,University of North Carolina,DAL
20419,University of North Carolina,DEN
20420,University of North Carolina,DAL
20421,University of North Carolina,SEA
20422,University of North Carolina,SEA
20423,University of North Carolina,NJN
20424,Western Kentucky University,CIN
20425,Western Kentucky University,DET
20426,Western Kentucky University,TOT
20427,Western Kentucky University,ROC
20428,Western Kentucky University,ROC
20429,Western Kentucky University,CIN
20430,University of Maryland,ATL
20431,University of Maryland,BUF
20432,University of Maryland,ATL
20433,University of Maryland,WSB
20434,University of Maryland,WSB
20435,University of Maryland,ATL
20436,University of Maryland,NYK
20437,University of Maryland,TOT
20438,University of Maryland,BUF
20439,University of Maryland,WSB
20440,University of Maryland,ATL
20441,University of Maryland,ATL
20442,University of Maryland,ATL
20443,Saint Mary's College of California,SFW
20444,Saint Mary's College of California,PHW
20445,Saint Mary's College of California,SFW
20446,Saint Mary's College of California,SFW
20447,Saint Mary's College of California,SFW
20448,Saint Mary's College of California,SEA
20449,Saint Mary's College of California,SEA
20450,Saint Mary's College of California,SFW
20451,Saint Mary's College of California,SEA
20452,Saint Mary's College of California,SEA
20453,University of South Carolina,DET
20454,University of South Carolina,POR
20455,University of South Carolina,POR
20456,University of South Carolina,IND
20457,University of South Carolina,HOU
20458,University of South Carolina,POR
20459,University of South Carolina,POR
20460,Ouachita Baptist University,BAL
20461,Ouachita Baptist University,CAP
20462,University of Kentucky,ATL
20463,La Salle University,POR
20464,University of South Carolina,NYK
20465,University of South Carolina,NYK
20466,University of South Carolina,NYK
20467,Purdue University,POR
20468,Lamar University,WSB
20469,University of Notre Dame,DAL
20470,St. Bonaventure University,NYK
20471,University of Cincinnati,BOS
20472,University of Cincinnati,CIN
20473,University of Cincinnati,CIN
20474,University of Cincinnati,CIN
20475,University of Arizona,CHH
20476,University of Arizona,GSW
20477,University of Arizona,GSW
20478,University of Arizona,GSW
20479,University of Arizona,LAC
20480,University of Arizona,ORL
20481,University of Arizona,CHH
20482,Seattle University,DET
20483,Seattle University,BAL
20484,Seattle University,BAL
20485,Seattle University,TOT
20486,Seattle University,STL
20487,Southern University and A&M College,NOJ
20488,Seton Hall University,WSC
20489,Seton Hall University,BLB
20490,Seton Hall University,TOT
20491,Seton Hall University,BLB
20492,Seton Hall University,TRI
20493,University of North Carolina,SYR
20494,University of Kentucky,STL
20495,University of Kentucky,SEA
20496,University of Kentucky,SEA
20497,Georgetown University,BLB
20498,Georgetown University,WSC
20499,Georgetown University,TOT
20500,Florida State University,NOP
20501,Florida State University,MEM
20502,Florida State University,NYK
20503,Florida State University,NYK
20504,Florida State University,GSW
20505,Florida State University,TOT
20506,Florida State University,HOU
20507,Florida State University,SAC
20508,Florida State University,MIA
20509,Florida State University,NYK
20510,Florida State University,NOP
20511,Florida State University,TOT
20512,Oklahoma State University,BOS
20513,Oklahoma State University,MEM
20514,Oklahoma State University,MEM
20515,Oklahoma State University,BOS
20516,Oklahoma State University,MEM
20517,Oklahoma State University,MEM
20518,Oklahoma State University,MEM
20519,Oklahoma State University,BOS
20520,Oklahoma State University,BOS
20521,Oklahoma State University,BOS
20522,Oklahoma State University,MEM
20523,Oklahoma State University,BOS
20524,Oklahoma State University,MEM
20525,Texas Tech University,PHI
20526,Texas Tech University,ORL
20527,Texas Tech University,BOS
20528,Texas Tech University,TOT
20529,Texas Tech University,ORL
20530,Texas Tech University,CLE
20531,Texas Tech University,BOS
20532,Texas Tech University,ORL
20533,Texas Tech University,BOS
20534,Texas Tech University,ORL
20535,Texas Tech University,BOS
20536,Texas Tech University,NJN
20537,Texas Tech University,PHI
20538,Texas Tech University,BOS
20539,Texas Tech University,BOS
20540,Texas Tech University,DEN
20541,University of Wisconsin-Green Bay,CHH
20542,University of Wisconsin-Green Bay,CHH
20543,University of Wisconsin-Green Bay,CHH
20544,University of Cincinnati,LAL
20545,University of Arkansas,TOT
20546,University of Arkansas,SEA
20547,University of Arkansas,TOT
20548,University of Arkansas,IND
20549,University of Arkansas,HOU
20550,University of Arkansas,LAC
20551,University of Arkansas,NJN
20552,University of Arkansas,TOT
20553,University of Arkansas,MIL
20554,University of Arkansas,LAL
20555,University of Arkansas,UTA
20556,University of Arkansas,MIL
20557,University of Arkansas,CHI
20558,Ohio State University,LAL
20559,Ohio State University,DET
20560,Ohio State University,DAL
20561,Ohio State University,NYK
20562,Ohio State University,NYK
20563,Ohio State University,TOT
20564,Ohio State University,MIN
20565,Ohio State University,DET
20566,Ohio State University,MIN
20567,Ohio State University,LAL
20568,Ohio State University,CLE
20569,Ohio State University,DET
20570,Ohio State University,MIN
20571,Florida State University,BOS
20572,Florida State University,SAC
20573,University of Kentucky,ATL
20574,University of Kentucky,TOT
20575,University of Kentucky,SAC
20576,University of Kentucky,GSW
20577,University of Kentucky,CHH
20578,University of Kentucky,GSW
20579,University of Kentucky,PHO
20580,University of Kentucky,DET
20581,University of Kentucky,ATL
20582,University of Kentucky,TOT
20583,University of Kentucky,CHH
20584,University of Kentucky,TOT
20585,University of Kentucky,BOS
20586,University of Kentucky,PHO
20587,University of Kentucky,BOS
20588,University of Kentucky,DAL
20589,University of Missouri-Kansas City,DAL
20590,University of Missouri-Kansas City,CLE
20591,University of Missouri-Kansas City,TOT
20592,University of Missouri-Kansas City,DAL
20593,University of Missouri-Kansas City,PHO
20594,University of Missouri-Kansas City,DAL
20595,University of Nebraska,CHH
20596,University of Nebraska,GSW
20597,Pepperdine University,DET
20598,University of New Orleans,BOS
20599,University of New Orleans,BOS
20600,University of New Orleans,PHI
20601,Florida State University,LAL
20602,St. John's University,LAL
20603,University of Minnesota,MNL
20604,University of Minnesota,MNL
20605,Yale University,NYK
20606,Yale University,BOS
20607,University of Maryland,LAC
20608,University of Maryland,SAS
20609,University of Maryland,HOU
20610,University of Maryland,VAN
20611,University of Maryland,VAN
20612,University of Maryland,TOR
20613,University of Maryland,NJN
20614,University of Maryland,UTA
20615,University of Maryland,PHI
20616,University of Maryland,VAN
20617,University of Maryland,GSW
20618,University of Maryland,BOS
20619,University of Maryland,CHH
20620,University of Maryland,SAS
20621,University of Maryland,TOT
20622,University of Maryland,MEM
20623,University of Maryland,SAC
20624,University of Maryland,TOT
20625,University of Maryland,SAS
20626,University of North Texas,MIL
20627,University of North Texas,DET
20628,University of Alabama,MIL
20629,University of Alabama,DET
20630,University of Pennsylvania,SDC
20631,West Virginia University,ATL
20632,West Virginia University,GSW
20633,Marquette University,MIL
20634,Marquette University,ATL
20635,Marquette University,TOT
20636,Marquette University,PHO
20637,Marquette University,LAL
20638,Marquette University,LAL
20639,Marquette University,LAL
20640,Marquette University,CHH
20641,Marquette University,MIA
20642,Marquette University,LAL
20643,Marquette University,LAL
20644,University of New Mexico,MIL
20645,University of New Mexico,CHI
20646,University of New Mexico,CHI
20647,University of New Mexico,CHI
20648,University of Tennessee,CHI
20649,University of Tennessee,GSW
20650,University of Tennessee,NYK
20651,University of Tennessee,TOT
20652,University of Wyoming,DET
20653,University of Washington,MEM
20654,University of Washington,PHI
20655,University of Washington,PHI
20656,University of Washington,PHI
20657,Arizona State University,IND
