id,college,team
7642,Louisiana State University,WAS
7643,Louisiana State University,WAS
7644,Louisiana State University,TOT
7645,Louisiana State University,SAC
7646,Louisiana State University,SAC
7647,Louisiana State University,WAS
7648,Louisiana State University,CHA
7649,Louisiana State University,HOU
7650,College of the Holy Cross,WSB
7651,College of Saint Rose,DEN
7652,College of Saint Rose,TOT
7653,College of Saint Rose,TOR
7654,"California State University, Fresno",LAL
7655,"California State University, Fresno",DET
7656,University of South Florida,TOT
7657,University of South Florida,CLE
7658,University of South Florida,MIA
7659,University of Utah,NYK
7660,Ohio State University,BAL
7661,Ohio State University,BAL
7662,University of Notre Dame,MIL
7663,University of Notre Dame,MIL
7664,University of Notre Dame,BUF
7665,University of Notre Dame,MIL
7666,University of Notre Dame,TOT
7667,University of Notre Dame,CLE
7668,University of Massachusetts Amherst,DEN
7669,University of Massachusetts Amherst,TOR
7670,Oregon State University,MIL
7671,Oregon State University,TOT
7672,Oregon State University,CLE
7673,DePaul University,DEN
7674,University of Michigan,LAC
7675,University of Michigan,POR
7676,University of Michigan,LAC
7677,University of Michigan,POR
7678,University of Michigan,LAC
7679,University of Michigan,POR
7680,University of Michigan,LAC
7681,University of Michigan,NYK
7682,University of Michigan,MIA
7683,University of Michigan,POR
7684,University of Michigan,LAC
7685,University of Michigan,LAC
7686,University of Michigan,LAC
7687,Oklahoma City University,CIN
7688,University of South Carolina,POR
7689,University of South Carolina,POR
7690,University of South Carolina,MIL
7691,University of South Carolina,PHO
7692,University of South Carolina,ATL
7693,Michigan State University,DEN
7694,Michigan State University,DEN
7695,Michigan State University,DEN
7696,Oklahoma City University,BAL
7697,Oklahoma City University,SFW
7698,Oklahoma City University,TOT
7699,Oklahoma City University,SFW
7700,University of Missouri,ATL
7701,University of Missouri,ATL
7702,University of Missouri,MIN
7703,Duke University,PHO
7704,Duke University,PHO
7705,Towson University,CHO
7706,Towson University,MIN
7707,Towson University,SAS
7708,Towson University,CHA
7709,Towson University,TOT
7710,Towson University,TOT
7711,Towson University,WAS
7712,Towson University,SAS
7713,Towson University,ATL
7714,Towson University,MIL
7715,Towson University,SAS
7716,Oregon State University,MIL
7717,Oregon State University,MIL
7718,University of Houston,SFW
7719,University of Houston,SFW
7720,University of Houston,SFW
7721,University of Houston,SFW
7722,University of Houston,BOS
7723,Boston University,DEN
7724,Boston University,GSW
7725,Midwestern State University,CLE
7726,Ohio University,DAL
7727,Ohio University,POR
7728,Ohio University,DAL
7729,Ohio University,MIN
7730,Ohio University,MIN
7731,Ohio University,TOR
7732,Ohio University,TOT
7733,Ohio University,POR
7734,Ohio University,POR
7735,Ohio University,DAL
7736,Ohio University,MIN
7737,University of Notre Dame,CLE
7738,Drake University,BAL
7739,Drake University,BAL
7740,Northwestern Oklahoma State University,SAS
7741,Northwestern Oklahoma State University,TOT
7742,Northwestern Oklahoma State University,WSB
7743,Louisiana State University,TOT
7744,Louisiana State University,ORL
7745,Louisiana State University,GSW
7746,Louisiana State University,ORL
7747,Louisiana State University,ORL
7748,Duke University,CHI
7749,Duke University,SAS
7750,Duke University,CHI
7751,Duke University,SAS
7752,Duke University,SAS
7753,Duke University,SAS
7754,Marquette University,TRI
7755,Washington State University,BOS
7756,Washington State University,BOS
7757,Washington State University,NYK
7758,Washington State University,BOS
7759,Washington State University,BOS
7760,Washington State University,NYK
7761,DePaul University,MLH
7762,University of Wisconsin,TOT
7763,University of Wisconsin,TRI
7764,University of Wisconsin,BOS
7765,George Washington University,BOS
7766,George Washington University,BOS
7767,George Washington University,BOS
7768,George Washington University,BOS
7769,Marshall University,TOT
7770,Marshall University,NYK
7771,Marshall University,BLB
7772,Marshall University,NYK
7773,Drake University,WAT
7774,Western Kentucky University,INO
7775,Jackson State University,NYK
7776,Jackson State University,SEA
7777,Jackson State University,TOT
7778,University of Maryland,DET
7779,University of Maryland,DET
7780,University of Maryland,NYK
7781,University of Maryland,FTW
7782,University of Maryland,TOT
7783,University of Maryland,NYK
7784,University of Maryland,DET
7785,University of Maryland,DET
7786,University of Maryland,PHW
7787,University of Maryland,BAL
7788,University of Maryland,NYK
7789,University of Maryland,DET
7790,DePaul University,TOT
7791,DePaul University,MNL
7792,DePaul University,WAT
7793,University of Tennessee,ATL
7794,University of Tennessee,STL
7795,University of Tennessee,STL
7796,University of Tennessee,STL
7797,University of Tennessee,STL
7798,University of Tennessee,STL
7799,University of Illinois at Urbana-Champaign,TRI
7800,University of Illinois at Urbana-Champaign,TRI
7801,University of Illinois at Urbana-Champaign,MLH
7802,Wichita State University,LAL
7803,Wichita State University,LAL
7804,Wichita State University,LAL
7805,Wichita State University,LAL
7806,University of California,POR
7807,University of North Carolina,CLE
7808,University of North Carolina,SAS
7809,University of North Carolina,POR
7810,University of North Carolina,MIL
7811,University of North Carolina,DEN
7812,Texas Tech University,GSW
7813,Texas Tech University,CLE
7814,Texas Tech University,CLE
7815,Texas Tech University,NYK
7816,Texas Tech University,CLE
7817,Texas Tech University,DAL
7818,Texas Tech University,TOT
7819,Texas Tech University,CLE
7820,Texas Tech University,LAC
7821,Texas Tech University,CLE
7822,Princeton University,POR
7823,Princeton University,POR
7824,Princeton University,POR
7825,Princeton University,POR
7826,Princeton University,POR
7827,Princeton University,POR
7828,College of the Holy Cross,NYK
7829,Wayne State University,MNL
7830,St. Bonaventure University,DET
7831,King's College,PHW
7832,King's College,PHW
7833,King's College,TOT
7834,King's College,SYR
7835,King's College,PHW
7836,King's College,PHW
7837,King's College,PHW
7838,University of Kentucky,BLB
7839,University of Kentucky,MLH
7840,Indiana University-Purdue University Indianapolis,SAS
7841,Indiana University-Purdue University Indianapolis,SAS
7842,Indiana University-Purdue University Indianapolis,IND
7843,Indiana University-Purdue University Indianapolis,IND
7844,Indiana University-Purdue University Indianapolis,IND
7845,Indiana University-Purdue University Indianapolis,IND
7846,Indiana University-Purdue University Indianapolis,SAS
7847,Indiana University-Purdue University Indianapolis,UTA
7848,Indiana University-Purdue University Indianapolis,IND
7849,Stephen F. Austin State University,IND
7850,Stephen F. Austin State University,SAS
7851,Stephen F. Austin State University,GSW
7852,Stephen F. Austin State University,SEA
7853,Stephen F. Austin State University,SAS
7854,Stephen F. Austin State University,BUF
7855,Stephen F. Austin State University,GSW
7856,Stephen F. Austin State University,WSB
7857,Stephen F. Austin State University,BAL
7858,Stephen F. Austin State University,GSW
7859,Stephen F. Austin State University,DEN
7860,Stephen F. Austin State University,ATL
7861,Stephen F. Austin State University,NJN
7862,Stephen F. Austin State University,TOT
7863,Stephen F. Austin State University,HOU
7864,Stephen F. Austin State University,PHI
7865,Stephen F. Austin State University,GSW
7866,Stephen F. Austin State University,NJN
7867,Stephen F. Austin State University,GSW
7868,Stephen F. Austin State University,NJN
7869,Stephen F. Austin State University,NJN
7870,Stephen F. Austin State University,HOU
7871,Stephen F. Austin State University,IND
7872,Stephen F. Austin State University,IND
7873,Stephen F. Austin State University,IND
7874,Stephen F. Austin State University,MIL
7875,Dillard University,IND
7876,Dillard University,SAS
7877,Dillard University,GSW
7878,Dillard University,SEA
7879,Dillard University,SAS
7880,Dillard University,BUF
7881,Dillard University,GSW
7882,Dillard University,WSB
7883,Dillard University,BAL
7884,Dillard University,GSW
7885,Dillard University,DEN
7886,Dillard University,ATL
7887,Dillard University,NJN
7888,Dillard University,TOT
7889,Dillard University,HOU
7890,Dillard University,PHI
7891,Dillard University,GSW
7892,Dillard University,NJN
7893,Dillard University,GSW
7894,Dillard University,NJN
7895,Dillard University,NJN
7896,Dillard University,HOU
7897,Dillard University,IND
7898,Dillard University,IND
7899,Dillard University,IND
7900,Dillard University,MIL
7901,St. John's University,IND
7902,St. John's University,SAS
7903,St. John's University,GSW
7904,St. John's University,SEA
7905,St. John's University,SAS
7906,St. John's University,BUF
7907,St. John's University,GSW
7908,St. John's University,WSB
7909,St. John's University,BAL
7910,St. John's University,GSW
7911,St. John's University,DEN
7912,St. John's University,ATL
7913,St. John's University,NJN
7914,St. John's University,TOT
7915,St. John's University,HOU
7916,St. John's University,PHI
7917,St. John's University,GSW
7918,St. John's University,NJN
7919,St. John's University,GSW
7920,St. John's University,NJN
7921,St. John's University,NJN
7922,St. John's University,HOU
7923,St. John's University,IND
7924,St. John's University,IND
7925,St. John's University,IND
7926,St. John's University,MIL
7927,College of the Holy Cross,BOS
7928,College of the Holy Cross,BLB
7929,College of the Holy Cross,NYK
7930,College of the Holy Cross,NYK
7931,University of North Carolina,SAS
7932,University of North Carolina,SAS
7933,University of Charleston,SYR
7934,University of Charleston,SYR
7935,University of Charleston,SYR
7936,University of Charleston,SYR
7937,University of Charleston,SYR
7938,University of Charleston,CIN
7939,University of Michigan,DET
7940,University of Michigan,SFW
7941,University of Michigan,SFW
7942,University of Michigan,SFW
7943,University of Michigan,DET
7944,University of Michigan,SFW
7945,University of Michigan,SFW
7946,Campbell University,STL
7947,Campbell University,ATL
7948,University of North Carolina,VAN
7949,University of North Carolina,LAL
7950,University of North Carolina,VAN
7951,University of North Carolina,PHI
7952,University of North Carolina,LAL
7953,University of North Carolina,LAL
7954,University of North Carolina,PHI
7955,University of North Carolina,CHH
7956,University of North Carolina,NOH
7957,University of North Carolina,NOH
7958,University of North Carolina,NOH
7959,University of North Carolina,PHI
7960,Florida State University,IND
7961,Florida State University,DAL
7962,Florida State University,DAL
7963,Florida State University,DEN
7964,Florida State University,IND
7965,Florida State University,IND
7966,Florida State University,DEN
7967,Florida State University,DEN
7968,Florida State University,PHO
7969,Florida State University,PHO
7970,Florida State University,LAL
7971,Florida State University,IND
7972,Florida State University,TOT
7973,Florida State University,DAL
7974,Indiana University,IND
7975,Indiana University,IND
7976,Indiana University,PHI
7977,Indiana University,IND
7978,Indiana University,TOT
7979,Indiana University,DEN
7980,Indiana University,DEN
7981,Indiana University,PHI
7982,Indiana University,PHI
7983,Texas Christian University,BLB
7984,University of Wyoming,CHS
7985,University of Wyoming,BOS
7986,University of Wyoming,TOT
7987,University of Wyoming,TRI
7988,University of Toledo,DET
7989,University of Houston,DET
7990,Saint Joseph's University,PHW
7991,Saint Joseph's University,PHW
7992,Saint Joseph's University,PHW
7993,Saint Joseph's University,PHW
7994,Saint Joseph's University,PHW
7995,Marquette University,MIL
7996,"California State University, Long Beach",ATL
7997,"California State University, Long Beach",DET
7998,"California State University, Long Beach",DET
7999,"California State University, Long Beach",DET
8000,"California State University, Long Beach",ATL
8001,"California State University, Long Beach",DET
8002,University of Cincinnati,TOT
8003,University of Cincinnati,CIN
8004,University of Cincinnati,CIN
8005,University of Cincinnati,PHI
8006,University of Cincinnati,TOT
8007,University of Cincinnati,PHO
8008,University of Cincinnati,PHI
8009,University of Cincinnati,CHI
8010,University of Cincinnati,CIN
8011,University of Cincinnati,BUF
8012,University of Cincinnati,SEA
8013,"University of California, Los Angeles",TOT
8014,"University of California, Los Angeles",SEA
8015,"University of California, Los Angeles",CHH
8016,"University of California, Los Angeles",DEN
8017,"University of California, Los Angeles",CHH
8018,"University of California, Los Angeles",DEN
8019,"University of California, Los Angeles",TOT
8020,Iowa State University,IND
8021,Pepperdine University,PHO
8022,University of Kentucky,MIA
8023,University of Mississippi,MIN
8024,University of Mississippi,DET
8025,University of Mississippi,MIN
8026,University of Mississippi,TOT
8027,University of Mississippi,MIN
8028,University of Mississippi,NJN
8029,University of Mississippi,TOT
8030,University of Mississippi,CHH
8031,Duke University,SEA
8032,Duke University,TOT
8033,Duke University,CHO
8034,Duke University,NYK
8035,Duke University,SEA
8036,Duke University,BOS
